sentiment_class,label,content
positif,1,suka banget mudah jaring internet fitur bantu
positif,1,aplikasi bantu guna indihome tampil guna ramah tidak berat tagih rekomendasi aplikasi
positif,1,aplikasi mudah bayar baru cepat pasti fitur bagus
positif,1,aplikasi manfaat fitur tawar kreatif agam jadi guna mudah giat transaksi
positif,1,mantap
positif,1,baik
positif,1,bagus
positif,1,mantap
positif,1,indihome baik terima kasih
positif,1,bagus mudah info tagih ayo tingkat layan biar depan
positif,1,bagus
positif,1,aplikasi mudah paham orang orang awam cepat internet indihome lumayan cepat
positif,1,suka banget aplikasi bantu pantau wifi tampil ui ux tarik tidak bikin bosan
positif,1,bagus aplikasi bantu masalah wifi rumah
positif,1,muas langgan indihome layan online kantor lancar kendala jaring internet mantap
positif,1,suka banget indihome layan ramah cepat respon bantu kendala wifi rumah jaya indihome
negatif,0,tidak tidak aktif paket
negatif,0,buruk banget minggu tidak buka
positif,1,bagus banget aplikasi myindihome fasilitas mantap suka promo pusat bantu layan cepat tuju pokok lihat pakai bulan hp aja suka banget terima kasih myindihome
positif,1,aplikasi guna banget fitur gampang guna rekomendasi banget
positif,1,bagus
positif,1,mantap
positif,1,aplikasi myindihome bantu tagih bulan ada ganggu langsung hubung layan konsum aplikasi promo dapat tukar poin myindihome pokok top terima kasih myindihome
positif,1,aplikasi bantu cepat proses baik ada kirim minta langsung besok telepon cs mantap pokok aplikasi guna guna wifi penuh tagih bulan terima kasih kak
positif,1,bantu moga gampang untung isi saldo myindihome internet stabil gampang bayar
negatif,0,rumit
positif,1,sumpah semenjak pakai indihome pakai aplikasi indihome serba mudah tidak pergi bayar indihome bayar pakai hp bantu gen
positif,1,bantu
positif,1,puas
positif,1,bagus
negatif,0,aplikasi bantu tidak ada pusat bantu suruh telepon masalah habis pulsa
positif,1,bantu rumah wifi error gerak cepat langsung lancar baik banget
positif,1,lengkap manfaat
negatif,0,internet buruk
positif,1,aplikasi bagus guna indihome pantau koneksi wifi jaga jaga ada
positif,1,aplikasi indihome bantu banget bayar tagih tampil enak tidak bikin pusing
positif,1,suka aplikasi bantu wifi lambat error
negatif,0,layan payah ada ganggu susah lapor
positif,1,sip mantap ada ganggu langsung tangan
negatif,0,bayar mahal mahal baik lambat ampun minimal stabil mbps mbps guna jarang pakai sekali pakai lambat
positif,1,bagus layan cepat
positif,1,bagus banget aplikasi lihat sisa kuota cek pakai wifi jarak bagus pokok sukses indihome pakai indihome tidak takut ngelag ig jaring bagus ada pilih paket mantap pokok
positif,1,sensasi selancar internet yahud pakai provider seluler putus langgan indihome biar akses internet ganggu terima kasih indihome
positif,1,bagus koneksi hubung wifi adu cs baik cepat respon
positif,1,indihome bantu masyarakat kendala tidak ada jaring tolong jaring nikmat jaring indihome tunggu berita
positif,1,anti lambat mudah paham mudah ecek wifi rekomendasi
positif,1,puas
positif,1,bantu kondisi wifi fitur lengkap simpel tidak lambat rekomendasi
positif,1,ganggu cepat atas
positif,1,inti indihome bantu terima kasih indihome
positif,1,aplikasi manfaat banget tampil simpel tarik responnya cepat
positif,1,bantu
positif,1,aplikasi bantu banget guna awam fitur bagus mudah erti
positif,1,aplikasi bagus rekomendasi aplikasi bantu pantau wifi mudah cepat koneksi lancar layan top
positif,1,bantu
positif,1,baik wujud komitmen telkom layan baik guna indihome maju telkom maju indonesia
positif,1,langgan indihome harga murah jaring lancar pokok mantap banget
positif,1,bagus
positif,1,aplikasi myindihome bantu ada keluh aplikasi panggil teknisi mudah guna fitur mudah paham terima kasih myindihome
positif,1,aplikasi myindihome mudah tau harga paket internet tawar baru monitor guna kapasitas guna pokok mantap myindihome mudah
positif,1,aplikasi guna tidak lambat tidak makan ruang simpan ukur file tidak bantu awam fitur fitur lengkap mudah paham
positif,1,mantap
positif,1,layan ramah muas
positif,1,bantu hidup hari
positif,1,cepat internet cepat stabil layan langgan responsif bantu selesai
positif,1,layan ramah
positif,1,aplikasi keren banget layan super cepat ramah banget enak pantau wifi rumah tidak ribet tampil mantap banget mudah paham
negatif,0,jaring lambat anjing
positif,1,pasang indihome promo murah banget aplikasi mudah guna jaring ngebut alat bagus top banget indihome
positif,1,layan cepat
positif,1,tingkat layan moga sukses
negatif,0,adu layan tidak hubung layan wifi putus indihome jelek jaring
positif,1,layan ganggu cepat atas
positif,1,bagus
positif,1,mantap bos bantu
positif,1,bantu mudah guna indihome informasi aplikasi
negatif,0,aplikasi lambat bikin lapor ganggu lambat tidak kirim
negatif,0,langgan kesini bagus layan lambat kerja ganggu pribadi tidak rekomendasi koneksi stabil mending pakai provider belah murah tidak murah serius
positif,1,aplikasi bantu
positif,1,internet tidak batas cepat
positif,1,coba provider internet indihome firstmedia republik rumah kantor indihome baik stabil jaring tangan keluh segi harga jangkau pilih paket sesuai butuh pribadi langgan indihome rekomendasi
positif,1,bagus
positif,1,aplikasi myindihome mudah guna program layan tarik cek perangkat hubung wifi cek status jaring rekomendasi banget
positif,1,terima kasih saran tindak utama layan
positif,1,mantap
positif,1,aplikasi ringan mudah guna tampil tarik ada promo mudah banget cek cek riwayat tagih
positif,1,suka banget myindihome mudah pantau baik pokok
positif,1,puas banget aplikasi informasi lengkap jelas ui guna ramah
negatif,0,selamat pagi kak bang admin internet tidak kece ganggu solusi tidak pas baik kali aja tidak ganggu kualitas jelek aja telpon rusa
positif,1,indihome bagus lancar jaring
positif,1,jos
negatif,0,buka myindihome pakai android jaring error tidak jalan pakai iphone paksa tutup
positif,1,bantu
positif,1,aplikasi mudah akses mana cek perangkat hubung fitur penting mudah paham bagus kerja myindihome
positif,1,layan bagus tidak ada ganggu sistem layan cepat tanggap langsung eksekusi wifi lancar sukses myindihome
positif,1,internet cepat stabil cocok rekomendasi wifi rumah kantor
positif,1,terima kasih aplikasi myindihome baik top pokok
positif,1,tambah opsi blokir guna perangkat hubung
positif,1,terima kasih moga stabil
positif,1,bagus bantu
positif,1,kualitas koneksi jaring bagus fitur informasi guna wifi bayar mudah paham kali transaksi poin tukar voucher keren indihome
positif,1,aplikasi bantu pilih paket mudah ribet rumah jaring indihome lancar moga tahan tingkat
positif,1,aplikasi bagus mudah guna mula
positif,1,bantu kece mudah bayar langgan bulan
positif,1,aplikasi bagus guna ramah mudah guna orang
positif,1,aplikasi nyaman pakai rekomendasi baik
positif,1,jaga kualitas
positif,1,jaring internet anti lambat harga paket langgan murah
positif,1,bagus banget sesuai tinjau teman teman jaring lancar streaming tidak sesal
positif,1,respon cepat mudah rekomendasi aplikasi guna indihome
negatif,0,mahal tidak jamin kualitas sinyal baik banyak lot adu kualitas sinyal langsung ada tindak tim lapang indihome sakit aju benah jaring jaring stabil tidak ada upaya jaga kualitas sinyal baik ada lapor keluh
negatif,0,malam internet tidak akses bayar tagih mahal mahal kualitas sampah
positif,1,bantu terima kasih
positif,1,baik
positif,1,aplikasi bantu
negatif,0,tidak hubung nomor indihome
positif,1,cs atas baik cepat
positif,1,layan ganggu cepat selesai
positif,1,ganti password router lupa sandi
positif,1,terima kasih aplikasi bantu mudah guna pokok top
positif,1,respon cepat lapor langsung tangan cepat
positif,1,aplikasi mudah kalang akses fitur sedia indihome
positif,1,layan nyaman jaring super cepat kendala terima kasih ucap langgan guna
positif,1,mantap
negatif,0,adu masalah rumit aplikasi lambat wifi hari tidak guna
positif,1,bagus
positif,1,mantap pakai indihome
positif,1,bagus aplikasi bantu informasi akurat
positif,1,terima kasih
positif,1,tolong aktif bayar saldo indihome
positif,1,tidak ada kendala apa suka banget aplikasi
negatif,0,mahal lag tertawa aneh tidak nyaman main
positif,1,jaring stabil harga jangkau pokok bantu selesai tugas kuliah kerja
positif,1,mantap
positif,1,sinyal stabil adu ganggu cepat ditindaklanjuti top mantap pokok
negatif,0,kecewa login aja susah
positif,1,pakai aplikasi bantu banget pantau koneksi wifi
negatif,0,aplikasi sulit langgan kesini ribet
negatif,0,lambat
negatif,0,koneksi buruk bayar tagih sesal henti mantap indihome
positif,1,bagus
positif,1,pokok layan layan baik langgan indihome
positif,1,mantap
negatif,0,kecewa teknisi indihome pasang wifi tidak kendala jarak tetangga rumah ada pasang kecewa sumpah teknisi tidak utama konsumen
negatif,0,aplikasi manfaat tidak fungsi mesti bug ada menu respon lambat log otomatis login password salah reset ulang password maaf tingkat layan silah coba coba reset password masuk password password masuk pakai ganti ulang akun blokir parah ribet mudah tuju
negatif,0,puas tv tidak film batas mahal batas
positif,1,bantu
negatif,0,aplikasi lambat fitur peduli bikin proses lapor admin respon lambat kembali fitur aja
negatif,0,aplikasi tidak guna tingkat layan kaya
negatif,0,unduh loading super buka aplikasi
positif,1,layan cepat
negatif,0,tidak guna
negatif,0,aplikasi putar wifi indihome ada masalah hubung panggil pusat tidak
positif,1,aplikasi tarik fitur guna mudah erti pilih paket internet langgan indihome enak banget
positif,1,mantap
negatif,0,aplikasi busuk ampas masuk password tidak masuk aplikasi ampas
positif,1,layan bagus sinyal stabil cepat
negatif,0,tugas tidak responsif sinyal hilang
negatif,0,lambat lambat lamban bayar mahal
negatif,0,aplikasi lambat segar
positif,1,aplikasi bagus banget tidak ada lambat pas daftar tidak bikin pusing simpel banget
positif,1,alhamdulillah
positif,1,mantap
positif,1,mudah guna terima kasih myindihome
positif,1,bagus
positif,1,paket komplit internet acara tv variatif langgan indihome toko rumah keluarga rekomendasi nyaman fasilitas
negatif,0,lambat buka aplikasi pelihara
negatif,0,aplikasi sungguh sungguh lambat
positif,1,bagus kerja moga kuat jaring
negatif,0,payah
positif,1,myindihome aplikasi guna guna layan indihome fitur guna muka intuitif mudah guna aplikasi alam positif guna indihome
positif,1,kasih bintang
positif,1,ganti hp tidak buka mohon bantu
positif,1,mantap muas indihome terima kasih
negatif,0,capek pakai indihome telat bayar denda internet isolir bener bikin bosan denda denda aja isolir tidak pakai tidak denda provider auto pindah lambat hari tidak ada kompensasi bener kapok pakai indihome
negatif,0,jelek aplikasi jam buka loading ganti pakai jaring data
positif,1,muas ada kendala apa cepat baik harga jangkau kuat jos gandos
negatif,0,layan buruk pindah bayar ribu model suruh ambil gila bayar pindah gratis tidak ambil bayar bagus ribu harus pindah pindah nama pindah jelek
negatif,0,lambat banget aplikasi loadingnya tukar poin muncul awat
positif,1,mantap
positif,1,ada
positif,1,bantu
positif,1,alhamdulillah semenjak ada indihome tau batas kuota pakai aja pakai tau batas fup tau cepat turun cerdas guna teman
positif,1,indihome bantu jaring cepat nyaman drakor
positif,1,mudah myindihome aplikasi mobile guna langgan nikmat layan indihome genggam aplikasi myindihome baru hadir opsi layan indihome tarik baik segi fitur tampil aplikasi usung konsep gembira langgan
negatif,0,ngelag aplikasi kontol
negatif,0,aplikasi lambat
negatif,0,poin tidak nambah
positif,1,senang selancar
negatif,0,aja pasang hari wifi lambat anjing
positif,1,indihome jos harga murah sinyal jos sesal pakai indihome
negatif,0,kesal banget layan
negatif,0,buruk
negatif,0,tanggal total mati biar lihat tagih indihome
positif,1,aplikasi cocok guna indihome mana aplikasi lengkap mudah erti guna top top top
positif,1,mantap informasi lengkap terima kasih bantu
positif,1,mantap
positif,1,puas fitur ada indihome gampang bayar tagih baru cepat
positif,1,mudah guna mudah
negatif,0,pakai indihome lambat
positif,1,mudah langgan indihome
negatif,0,kasih rating sinyal tidak ada lapor pakai myindihome tidak kasih paham
positif,1,daftar pasang admin teknisi ramah cepat respon terima kasih sukses indihome
positif,1,baik kerja erti langgan cepat tanggal hadap alami langgan
positif,1,bagus langgan moga tingkat layan
positif,1,langgan indihome hemat banget jaring kencang sosmed
positif,1,keren aplikasi tidak ribet bayar tagih indihome alfa aplikasi aja transfer pakai mbanking
negatif,0,komplain kali kali hasil mbps tidak bayar pakai chat
positif,1,bantu giat hari
positif,1,aplikasi padan banget mudah guna indihome janji teknisi online keren banget promo tarik
positif,1,rekomendasi mudah guna bantu
positif,1,aplikasi keren mem aktivitas koneksi jaring wifi rumah mudah akses guna bantu
negatif,0,maaf tidak tolong wifi lambat diupgrade mbps mbps tidak ada ubah bantu cs ditindaklanjuti alih teknisi lambat tidak cs tidak teknisi dua lambat sengaja komentar terbit tidak langsung cs biar baca kali pasang wifi pikir
negatif,0,ngelag wifi tidak jelas
positif,1,semenjak ada aplikasi mudah layan cepat ramah suka banget
positif,1,mudah
positif,1,teknisi bagus kerja
negatif,0,lambat banget jelek aplikasi
negatif,0,mantap
positif,1,bantu guna sarana komunikasi
positif,1,balas lambat sulit komunikasi aplikasi cacat
negatif,0,bagus
positif,1,langgan usaha umkm ada mudah biaya bonus lebaran tidak ada tahun tidak ada hadiah mohon timbang biar solid partner
negatif,0,aplikasi produk sulit guna fitur bantu lancar fitur tagih
negatif,0,sinyal tidak ada kembang tolol
negatif,0,baik
positif,1,rekomendasi
positif,1,indihome bantu layan baik internet cepat
positif,1,mantap pokok
positif,1,suka aplikasi bantu pantau wifi rumah cs cepat respon aplikasi tidak ngelag ngelag mantap myindihome
positif,1,aplikasi bantu kendala perlu myindihome mudah fitur mula cepat respon tangan
positif,1,aplikasi bagus tampil mudah paham rekomendasi bantu banget
positif,1,pakai bantu banget biar irit paket top banget indihome
positif,1,baik
positif,1,tidak baru cepat
positif,1,moga amanah
positif,1,bagus banget komplain cepat tanggain
positif,1,ikut saran aplikasi
positif,1,mantap
positif,1,aplikasi indihome mudah tinggal klik beres rumah kontak orang pokok sip pakai aplikasi indihome rumah promo berita ada myindihome indihome baik tingkat layan semangat sukses indihome baik
positif,1,bagus aplikasi
positif,1,bagus tarik
positif,1,solusi ganggu lambat cepat
negatif,0,bantu myindihome mudah cek sinyal layan daerah fitur mudah guna
positif,1,layan myindihome cepat respon ada kendala langsung direspon pantau koneksi jaring aplikasi
positif,1,mudah guna
positif,1,aplikasi mudah guna guna wifinya error pantau jaring mudah bayar
positif,1,cepat tanggap
positif,1,terima kasih
positif,1,internet rumah indihome cepat stabil acara tv lengkap lengkap banding ganggu jarang hitung jari gabung cepat lancar komplain cs pokok baik internetan indihome
positif,1,indihome jaring bagus langgan puas indihome
positif,1,maman makan atap mantap
positif,1,bingung guna rumah bagi perangkat
positif,1,terima kasih indihome
positif,1,tidak jelas aplikasi unduh tolong sistem baik bayar indihome
negatif,0,sinyal kadang suka lambat pakai tidak bayar mahal sinyal jelek bayar bisa tidak ada sinyal putar aja nonton youtube tolong bagus baik bayar mahal
negatif,0,bagus banget
positif,1,lambat banget anjing
negatif,0,akses belit belit
negatif,0,teknisi indihome responsif cepat selesai terima kasih
positif,1,indihome jaring baik
positif,1,aplikasi bug gagal lapor bantu lambat banyak loading layan lambat
negatif,0,bug
negatif,0,lancar moga kualitas bagus
positif,1,bagus
positif,1,buruk
negatif,0,bagus
positif,1,harga elit pasang sulit
negatif,0,suruh login ulang aplikasi ganggu cek bayar susah
negatif,0,kualitas internet mantap layan cepat
negatif,0,aplikasi berat ganti alat tidak responsif muter aja
negatif,0,jaring fiber informasi cepat
positif,1,tampil mudah paham baik biar responsif
positif,1,manfaat guna myindihome mula fitur fitur sedia aplikasi myindihome pada tidak sesal unduh
positif,1,mohon bantu lambat tangan kasih lapor tidak ada respon mohon bantu
negatif,0,sumpah masuk aplikasi aja ampun jaring bagus aja putar
negatif,0,loading
positif,1,mantap
positif,1,langgan jaring teras rumah susah bagus
negatif,0,bagus
positif,1,ganti password wifi
negatif,0,error buka atur wifi
negatif,0,aju keluh ada tugas indihome langsung gerak cepat rumah baik bintang
positif,1,terima kasih aplikasi bantu banget adu tanggap cepat cek bayar internet masuk cek guna internet promo streaming top
positif,1,layan buruk
negatif,0,lambat banget tolong baik aplikasi
negatif,0,aplikasi bagus fitur ada poin tukar hadiah internet ganggu cek aplikasi aplikasi manfaat banget
positif,1,jatuh tempo bayar indihome bagus tingkat
positif,1,bagus aplikasi cek status tagih internet rumah
positif,1,mantap fitur lengkap kerja bagus indihome
positif,1,dunia internet terima kasih indihome
positif,1,manfaat
positif,1,aplikasi baik loadingnya cepat tidak lag bagus butuh aplikasi lag ribet teman
positif,1,aplikasi bantu tugas kerja sinyal stabil mudah guna jaring wifi baik
positif,1,indihome baik pokok moga
positif,1,aplikasi mudah bayar rumah layan cepat puas aplikasi
positif,1,sinyal minggu minggu mantap lancar lambat
negatif,0,mantap daftar pasang wifi mudah promo
positif,1,telat bayar jam langsung isolir bayar ganggu indihome bijak ganggu aja
negatif,0,top indihome tingkat kualitas mantap
positif,1,profesional mudah
positif,1,aplikasi kocak tidak guna buka aplikasi loading pakai sinyal wifi indihome kocak
negatif,0,responsif banget
positif,1,suka aplikasi
positif,1,internet kontent tidak detail rinciannya tidak jelas
negatif,0,mantap
positif,1,mantap
positif,1,alhamdulillah langgan indihome layan baik bantu
positif,1,jelek banget buka susah aplikasi buka tidak verifikasi data pakai
negatif,0,bagus
positif,1,aplikasi mudah guna fitur tidak ribet layan ramah gerak cepat pilih metode bayar
positif,1,layan tampil mudah erti temu jaga bagus kerja
positif,1,aplikasi responsif mudah mula ada metode bayar
positif,1,mula aplikasi mudah paham jaring alhamdulillah jarang error error tidak mantap
positif,1,aplikasi bantu guna indihome jaring lancar produk internet lengkap sesuai butuh
positif,1,aplikasi bantu layan mantap tampil mudah erti pokok rekomendasi banget
positif,1,aplikasi indihome bagus guna jaring lancar banget bantu bagus guna mula
positif,1,lambat
negatif,0,cinta banget indihome jaring mantap mudah tugas ajar layan ramah harga ramah banget kantong ajar
positif,1,bagus banget rekomendasi suka main game nonton film tidak habis kuota harga jangkau
positif,1,tugas indihome ramah layan tagih ganggu internet langgan puas indihome fitur fitur aplikasi indihome mudah ecek tagih poin dapat tukar hadiah tarik
positif,1,layan cepat
positif,1,bagus aplikasi bantu langgan ada pricelist
positif,1,jaring bagus cepat harga jangkau kualitas jaring mantap kadang ada ganggu sinyal tidak bintang pokok
positif,1,aplikasi
negatif,0,seringkali sulit akses masuk aplikasi bayar lambat respon aplikasi transaksi hasil info dashboard tidak langsung baru segar tau bayar hasil
negatif,0,layan prima aplikasi myindihome adu ganggu modem direspon indihome jam teknisi atas ganggu baik
positif,1,cepat proses layan
positif,1,aplikasi indihome perangkat hubung web tarik bayar tagih aplikasi indihome baik
positif,1,aplikasi ribet ajar aple aplikasi
negatif,0,tidak aplikasi indihome isi berat akses loading muncul pop maaf tingkat buka anjing kesal
negatif,0,ada fup pilih provider langgan tinggal pilih baik ada batas fup mending ganti provider
negatif,0,rugi atur untung indihome telat bayar wifi mati kena denda bayar wifi tidak langsung nyala pakai wifi bayar sumbang atur sisi untung langgan
negatif,0,terima kasih indihome pasang indihome rumah istri anak bantu terima kasih
positif,1,bantu layan baik ada kendala cepat tangan terima kasih
positif,1,lambat baru mbps pakai orang lambat main ganggu kena cas gilir telat bayar tidak ada dispensansi rugi hr ganggu
negatif,0,aplikasi mantap komplit pasang layan ganggu tambah cepat bayar tagih langsung aplikasi metode bayar lengkap
positif,1,layan prima
positif,1,baik pokok respon cepat banget malam adu pagi pagi teknisi mantap
positif,1,aplikasi myindihome rekomendasi fitur tarik gampang mudah langgan pantau biaya bayar guna data fitur promonya terima kasih indihome moga depan lancar jaya
positif,1,orang orang jaring wifi lancar lancar sinyal lag parah ping turun main game
negatif,0,bantu dunia jaring
positif,1,mantap
positif,1,baik
positif,1,lambat mbps kencang lancar
negatif,0,langgan indihome langgan indihome butuh internet keluarga kontrol tidak boros biaya kuota aplikasi myindihome bagus butuh internet keluarga lengkap ada aplikasi myindihome cepat internet bagus layan pasang ramah terima kasih indihome
positif,1,bantu
negatif,0,jaring ngebut landa hujan badai angin ribut
positif,1,aplikasi tolol lambat banget
negatif,0,rekomendasi banget pakai indihome harga jangkau cepat bagus jangkau jaring luas stabil promo koneksi ada mana respon sales teknisi cepat baik apa keluh cepat atas untung pindah layan internet indihome
positif,1,nyaman pakai indihome ditawarin ganti langsung nomor aplikasi myindihome mudah langgan ganggu moga baik layan indihome
positif,1,menu adu layan tidak klik adu ganggu
negatif,0,jos
positif,1,baru baru indihome aplikasi mantap banyar fitur promo tarik